OBJECTID,PS_ID,Longitude,Latitude,Mean_Veloc,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,F103,F104,F105,F106,F107,F108
1487,155099,113.53244,22.137701,-0.775039,0,5.375672,-5.764929,-6.881586,-6.369403,-7.271715,0.361107,-4.358712,-1.480124,-6.875639,22.272621,6.139897,-6.503939,-10.169639,-5.407088,-7.654,-6.955238,-9.533627,-1.623339,-11.462877,-7.006011,-11.766171,-3.951037,-5.797029,-0.068451,-5.583694,-9.002293,-7.076104,-8.703089,-10.996603,-6.838928,-13.165207,-10.845926,0.954578,-5.839977,2.735595,-9.590759,-5.520885,-11.400651,-3.374142,-7.610974,4.599463,-18.544338,1.983532,-10.182422,-21.530027,-5.673823,-17.619001,-12.808317,-11.022449,-16.102522,-16.439117,-14.32629,-7.229529,-10.61369,-13.316238,-9.469246,-1.427792,-1.483095,-14.738609,-2.703272,-16.399858,-12.112862,-11.356005,-13.41222,-3.553993,-17.90909,-14.49069,-19.817375,-6.761162,-5.568323,-6.701066,-16.021406,-3.839324,-8.811602,-11.594445,-9.147802,-5.068254,-7.466801,-6.134272,-6.153396,-4.407893,-10.375925,-10.213823,-14.089754,-4.225205,-14.785715,-9.295311,-7.973897,-9.505034,-25.988941,-4.142509,3.996553,0.691945,-7.614971,-9.713415,-15.267271,-8.948777,-14.333557,-8.318411,-10.315385,-11.606895,-3.129868,-7.331639
1488,155100,113.4673,22.126564,0.730725,0,-1.831609,-3.834845,2.80111,4.6972,5.521856,1.458835,-0.427936,-2.094911,0.732988,17.258507,-7.784009,-1.303234,6.257794,2.994175,-0.958091,1.871431,1.074611,5.297059,5.65507,-10.31896,-16.306078,-0.181067,2.317285,-0.269089,-1.209544,0.161832,-0.570798,3.023201,2.832952,-1.208672,3.227249,-5.395787,0.854282,-5.433584,15.623236,-0.905149,10.634441,5.4485,4.200367,6.767569,5.108731,-0.90907,0.963766,-2.082412,4.088966,5.074069,5.686019,4.150221,4.712873,6.531388,7.936839,1.705207,5.320244,8.073826,11.744768,-2.005706,0.442454,-1.671669,-6.866693,2.048788,10.96336,4.994946,8.513283,3.405928,2.978858,-0.360141,5.965369,13.86165,7.783971,0.258052,0.465756,7.432634,7.907599,8.736195,7.266043,7.843628,4.117011,3.981941,5.830992,2.220659,9.452571,-1.829012,4.769604,0.84577,5.49053,9.661731,8.073682,5.104916,5.810654,-1.466549,8.348766,5.345613,-5.574495,8.863365,6.808513,1.919197,6.360816,10.476408,9.588404,7.066463,11.984035,4.912953,-0.19681
1489,155101,113.466835,22.126484,0.839562,0,3.568246,2.518601,5.247394,5.969391,6.997143,5.079936,2.838593,2.842281,2.582694,20.920452,-4.09809,2.649981,10.867444,4.33162,2.457008,1.491628,4.783559,8.557619,8.840572,-7.576905,-11.573862,5.188594,3.564809,1.293378,3.76677,6.474939,3.935082,6.337638,6.587409,3.468328,-0.0416,-1.483988,6.306985,-1.359165,19.385508,3.314934,13.325953,8.944713,6.544948,9.423642,10.612414,6.497207,7.293037,3.561349,9.930129,7.073361,7.891245,6.969996,7.823469,9.606027,10.437275,3.233402,7.438472,10.019602,15.050938,0.885229,4.872785,5.158667,-3.571396,9.557897,13.257487,8.937288,10.367521,6.99417,8.564093,4.410096,10.733149,13.863316,11.826785,4.625892,3.18624,11.26996,11.439993,13.080988,9.97227,9.192706,8.092875,8.018682,10.810871,6.294088,13.391117,2.000485,10.689461,4.401584,6.902079,13.964676,9.694145,8.028426,11.339567,1.670603,11.449243,11.329695,2.955707,15.798429,11.989242,6.75579,9.437277,11.412279,11.006557,9.7624,16.90807,8.217885,5.654616
1490,155102,113.466431,22.126413,0.466605,0,7.624594,2.662957,6.132925,5.769476,6.26454,7.447517,3.768579,7.400694,3.167357,19.906895,-3.207709,1.425545,9.550373,3.436847,0.712974,0.93248,3.633671,9.965111,9.752913,-6.988173,-10.46166,4.966615,7.879734,-1.240806,3.874,7.503972,3.925959,3.24377,1.898396,1.805227,8.145644,-3.465283,8.984188,-4.297891,12.773221,2.503043,10.514099,6.231634,5.465963,5.303345,10.588704,4.371843,7.129468,4.232166,9.50079,6.220897,7.772976,6.754441,4.934267,6.908326,5.4805,0.339941,6.659234,8.282795,15.198651,0.985154,3.756079,5.192954,-4.390119,8.716043,10.530827,6.249128,8.734408,6.198263,6.689211,1.405214,9.143513,14.760568,9.145876,4.338197,2.513524,6.882913,9.300018,8.439028,7.052333,6.278704,5.670702,7.088034,9.132427,5.913374,12.504351,-0.389478,9.537422,6.034636,6.121452,10.459787,7.162724,4.362103,11.018105,-2.628765,9.951359,12.319941,4.312084,15.457781,9.28771,3.042878,6.838925,6.705581,7.430785,5.491639,13.308011,6.722106,2.343028
1491,155103,113.46608,22.126352,0.191738,0,7.827352,1.145866,0.729972,2.542434,1.612136,1.85569,-1.652279,2.804502,1.90418,19.788397,-5.102324,2.79671,6.73013,0.540936,0.589697,-2.585845,1.265501,6.314061,9.509959,-8.832808,-13.293154,2.051094,7.792474,-0.185864,-0.629715,3.119699,0.907434,2.640665,4.027193,1.643085,1.471795,-7.577622,-3.720616,-4.293105,14.299475,1.980479,8.631794,7.761624,6.854062,7.072185,10.041006,3.593911,5.511202,-0.325432,3.388081,-1.023209,6.938744,6.766112,5.682087,7.127313,7.473673,-0.476966,3.758942,5.556152,9.433853,-4.157831,-2.782426,-1.941634,-8.27637,2.859977,8.05826,3.005171,4.350347,2.175717,3.122352,-1.012008,5.5947,3.324983,3.798688,2.088094,0.350155,5.305451,6.177722,7.131438,5.277689,3.198416,1.748355,3.718534,6.328618,2.872541,9.717839,-2.095572,6.774816,0.659781,2.921097,8.815981,3.833288,2.088214,6.407957,-6.870268,2.790456,7.46916,-3.23915,11.589582,3.509729,-1.355016,-0.20666,0.599346,10.852015,4.40812,8.954268,-0.89731,-0.852621
1492,155105,113.465462,22.126244,-0.006992,0,1.864984,-0.095088,1.368045,-0.32996,4.957465,-0.006828,-3.779528,-3.452482,-6.832379,22.330038,-4.666771,3.873633,9.573766,1.753,0.88273,1.46634,2.98247,5.348495,7.395027,-10.730886,-15.167802,1.084101,0.691074,-2.409435,-3.83683,-4.844114,-4.400518,-4.376225,0.18961,-2.755179,-4.850825,-11.855104,-2.467545,-8.582163,9.578897,-4.161623,2.70356,3.367191,-1.751338,-0.373358,6.909673,0.332255,-3.456676,-4.763037,-0.595546,-3.659071,-0.146678,0.492193,1.394263,1.991649,-3.026704,-8.230277,-0.759272,0.761871,6.545468,-4.08543,-6.93502,-7.06741,-14.329356,-2.197247,1.647267,-2.591292,-2.233411,-3.027022,-4.876003,-8.94694,2.369956,-0.183786,-0.803065,-5.618818,-3.833146,0.973215,4.153221,-0.702259,-2.918037,-3.832663,-2.560949,-2.860107,3.77016,-2.817018,2.449941,-9.825959,2.038272,-1.867381,1.267893,2.976355,0.870151,-0.523821,0.8172,-9.07219,0.943,8.254023,-6.129267,7.687769,1.943369,-1.967601,2.487808,0.990136,-2.087135,-1.826937,7.538199,11.29188,-3.389071
1493,155106,113.53299,22.137787,-0.607805,0,3.909041,-4.91272,-6.437104,-5.738866,-6.194757,2.977875,-2.874416,-0.563541,-9.096719,20.04937,4.383264,-9.005872,-11.799486,-5.640657,-5.060692,-4.716217,-3.461361,-1.287779,-10.359272,-8.823524,-13.532272,-3.621426,-6.496831,0.031976,-4.924889,-7.348405,-5.06438,-6.312131,-9.336515,-5.019183,-9.470382,-10.193712,-0.512436,-6.004874,1.400121,-7.031849,-3.82434,-9.027383,-1.146379,-2.63357,6.552601,-10.360655,3.128118,-9.751283,-20.782505,-6.40453,-18.262821,-9.947895,-10.396075,-10.705561,-9.94125,-9.20265,-6.328753,-6.273538,-13.91133,-10.399681,-3.184417,-2.018449,-15.119152,0.048646,-10.298391,-10.979267,-7.936954,-8.839519,-0.806566,-15.37091,-11.99851,-19.85313,-8.168685,-5.256031,-6.361182,-11.578225,-5.578847,-4.261079,-6.774258,-5.838554,-3.766133,-5.783633,-4.529402,-8.12778,-3.557698,-9.373005,-7.182476,-16.071404,-5.552604,-7.916481,-7.085696,-8.450177,-6.284603,-26.27412,-4.294263,5.397174,-2.99381,-12.718365,-12.007528,-13.067918,-6.778697,-8.11212,-2.387131,-4.551705,-8.039715,-2.191465,-5.512346
1494,155107,113.531189,22.137476,-0.246364,0,-2.007163,-6.984848,-15.473494,-13.541271,-15.3781,-8.311305,-11.963691,-8.372438,-12.970142,21.990227,6.816117,-6.847488,-10.497912,-7.326938,-10.046222,-10.959353,-12.643002,-11.232563,-16.113638,-12.286713,-15.406261,-2.333812,-8.60423,2.910514,-3.92646,-9.669638,-12.374485,-13.834914,-14.811146,-14.72665,-16.505272,-14.854477,-3.669777,-5.159412,1.757207,-4.963113,-3.684517,-15.860501,-5.925891,-8.316429,-0.607711,-13.715197,-0.479338,-11.334911,-18.193077,-3.387379,-27.92844,-2.839911,-10.905523,-16.902033,-7.193641,-15.794474,-14.028326,-14.132236,-8.179495,-11.731968,-0.898229,1.498302,-12.819351,1.660103,-9.637879,-17.28764,-15.822173,-14.955667,-7.38417,-19.295124,-13.321483,-28.018963,-7.281517,-6.035113,-4.142815,-7.078179,-10.224291,-8.197711,-9.014937,-10.407387,-9.985226,-14.023677,-6.144423,-7.193412,0.691424,-12.173434,-6.91415,-16.065784,-2.303311,-8.192673,-11.103121,-14.860012,-12.844687,-27.20079,-7.342275,6.413657,-1.808624,-13.788704,-9.238769,-8.46417,-5.240797,-10.744154,-10.767843,-10.319337,-11.37248,-8.213804,-7.200306
1495,155109,113.537552,22.138561,-0.404117,0,4.121112,-7.496172,-6.605123,-4.876072,-7.754224,6.404014,-2.357374,-0.507505,-11.126177,21.478071,6.346177,-8.386179,-7.405597,-6.783296,-4.306935,-3.643358,-3.901471,0.739751,-7.067543,-1.120066,-11.407336,-6.714632,-6.990312,-0.269265,-9.679609,-8.972157,-4.30169,-3.03057,-12.95931,-1.91681,-7.814772,-7.233977,-0.08391,-8.68417,3.767997,-12.460853,-7.633268,-10.099423,-3.237412,-6.515075,2.462952,-13.743138,-1.748756,-14.346897,-20.619667,-17.563887,-20.059797,-11.235371,-11.12521,-12.953712,-12.7029,-9.393742,-6.601893,-6.811252,-17.646433,-5.428519,-3.493446,-0.272127,-20.735706,-2.580174,-16.709553,-9.333304,-9.350457,-7.946516,0.026133,-12.696548,-12.133436,-16.654415,-13.578142,-4.346818,-6.197235,-18.708981,-2.479345,-8.217475,-6.150453,-5.588198,4.720693,-0.906681,-3.875735,-5.492683,-5.182184,-4.726431,-5.829017,-9.938639,-3.810138,-10.781622,-3.887215,-2.005133,-3.768736,-26.486986,-0.697382,2.560056,3.829448,-8.645449,-8.079559,-10.270201,-4.622283,-8.9876,-4.979918,-5.356427,-4.711493,-0.94215,-5.760265
1496,155113,113.538345,22.138687,0.174665,0,1.432713,-7.423856,-6.37353,-4.518042,-6.58081,7.410363,-3.044924,-1.359282,-14.615496,18.15103,-2.346699,-14.72229,-9.057462,-4.743733,0.205256,-0.892342,4.158042,0.495226,-5.513529,-4.790344,-11.355651,-3.350933,-8.239452,-1.695323,-4.06803,-5.587575,-1.900109,-0.269999,-8.538704,-1.697122,-2.856987,-8.04659,-3.025874,-10.480991,1.70022,-7.558742,-2.066507,-5.237027,3.748698,1.683227,7.690843,-0.206467,1.354431,-10.575323,-20.50543,-14.642451,-16.513113,-4.592902,-6.070597,-1.410136,-2.575727,-1.7555,-1.592552,1.638658,-16.340483,-6.786972,-1.718911,1.692002,-16.316874,4.000249,-4.851209,-5.549726,-1.050521,1.226666,5.149666,-6.497128,-5.547932,-8.914954,-7.963471,-1.959453,-3.109425,-5.418791,-1.339332,5.053845,5.31694,3.71496,3.988039,2.439992,1.341621,-6.271086,-3.860164,-4.897446,-3.576262,-11.083837,-2.512985,0.310852,1.37574,1.100504,1.932732,-24.526787,-1.860604,5.064483,-2.733138,-15.183941,-10.18938,-7.486689,-0.618176,-0.650025,3.776857,5.755296,2.626483,1.478043,-0.742406
1497,155116,113.532852,22.137745,-0.453827,0,5.081498,-4.793693,-5.179702,-4.541191,-6.097848,2.801421,-2.351749,-0.676157,-6.57723,22.396374,5.385157,-6.415861,-8.577181,-3.63392,-4.150983,-4.256917,-3.124199,-0.494524,-8.633465,-7.779293,-12.777653,-2.289766,-3.386324,1.636531,-3.275344,-6.272603,-4.821861,-5.977798,-8.401225,-4.762092,-9.150209,-9.625103,2.210434,-5.670261,3.169239,-7.641355,-3.366328,-9.355879,-0.762674,-2.425955,7.411832,-10.405519,3.517555,-8.724781,-20.626556,-4.008492,-14.950373,-5.808519,-9.52968,-10.453529,-10.658219,-10.203709,-5.763033,-6.022424,-12.380857,-9.525098,-1.438621,-0.845655,-13.464658,1.192096,-10.721653,-10.310655,-7.203785,-7.900647,0.569505,-14.105696,-9.831522,-18.847095,-5.526904,-3.093059,-4.191365,-11.216692,-3.317204,-3.654767,-5.044483,-3.866409,-1.508884,-5.262573,-2.497446,-5.295483,-0.684258,-11.027838,-6.167735,-12.689526,-2.180887,-6.682883,-4.809707,-5.380953,-4.095369,-23.079994,-3.264196,8.457001,1.26579,-9.800928,-6.767226,-8.714487,-5.019279,-7.448994,-3.600492,-3.812104,-6.085775,-0.550078,-3.934372
1498,155117,113.547668,22.140274,1.211154,0,7.778708,-5.697872,-4.628054,-2.524291,-9.863089,8.66568,-7.841959,-2.872534,-14.321951,9.651569,-1.568452,-11.243877,-3.803705,-1.641876,-0.296124,0.222692,2.620503,1.987262,-10.307493,-8.746905,-18.595928,-1.877457,-6.256866,-1.033763,-1.942225,-2.190163,-2.117175,-2.116602,-10.421558,-1.811025,3.761884,-12.429777,7.989866,5.14354,4.329621,-3.647297,5.123867,0.214062,0.020226,6.835239,5.299908,-0.09772,-4.336808,-14.808075,-18.022408,-9.307423,-12.673729,-5.526231,-2.003966,3.602779,-5.528148,-5.074605,-11.242193,8.022018,-5.674201,-11.77899,-1.832035,3.736553,-14.251656,10.298584,-1.138894,-0.705291,2.653366,5.064636,8.411787,-3.62286,-0.776554,-8.348643,2.40713,3.260878,8.351702,8.906046,9.25733,12.02356,15.237194,9.629051,13.226107,7.453903,11.454294,1.569089,-3.191403,11.295498,5.732451,1.567649,8.224461,12.674768,9.91873,4.981781,7.806058,-22.249161,4.959072,19.957747,6.282465,-9.919363,-9.294159,2.584548,9.092075,3.272536,6.845442,6.728061,14.742514,5.826047,-4.409817
1499,155118,113.547356,22.140221,1.081063,0,11.167643,-4.896919,-3.682415,-3.203787,-9.177634,4.860323,-9.075855,-1.614709,-13.057662,10.26193,0.128304,-11.213921,-4.876976,-3.156892,-2.640483,-0.370427,-2.416797,-3.308332,-11.668405,-9.316284,-17.790237,-4.28548,-5.449237,1.827909,-2.908796,-3.042613,-7.08485,-3.765254,-15.182798,-1.647665,-0.597561,-5.638247,1.001356,-2.967852,5.743316,-3.884712,8.391906,-4.068253,0.326285,0.525644,4.075571,-4.193121,-5.355485,-16.690191,-22.20771,-7.989177,-2.97809,-7.470485,-3.696968,-3.976041,-10.684558,-8.33525,-9.3251,0.792583,-6.550077,-9.847533,-4.184841,8.168642,-11.286183,11.580847,-2.069441,-3.758415,-2.58651,-0.617842,1.614379,-2.070868,-2.594995,-9.622609,2.911448,4.570638,6.921587,4.306828,7.136281,2.967315,10.442648,7.472282,10.690701,6.833557,10.536613,3.498551,1.407593,12.121631,4.291283,3.24281,9.907131,8.199921,6.538169,-0.047457,8.117218,-24.726818,5.554226,23.666529,6.943069,-6.155315,-8.488027,0.541408,6.32075,1.182252,3.375163,1.643101,7.08763,1.231951,-3.858868
1500,155124,113.53788,22.138575,-0.610712,0,5.572207,-4.40658,-7.360267,-4.352027,0.294137,8.672995,-3.50954,-3.050799,-9.328203,21.994904,1.16032,-16.124182,-10.474689,-3.82279,-0.566542,-0.234872,7.552102,1.70293,-4.64174,-5.511732,-16.763062,-10.419392,-9.311136,-3.560359,-7.579111,-9.084508,-4.656546,-3.559205,-12.787012,0.579332,-4.933213,-10.766165,-1.712264,-11.003475,3.294768,-8.173706,-4.217955,-4.090165,0.205599,-0.559303,4.684367,-5.708096,2.275069,-14.410225,-21.976168,-20.590841,-16.465168,-13.109445,-5.189399,-5.362167,-5.408038,-4.154323,-1.13884,4.141649,-13.196256,-4.949193,-2.337751,-0.992645,-19.145218,-2.856444,-9.93977,-9.188292,-6.908469,-7.904636,0.457006,-4.032609,-14.255432,-13.178393,-10.168655,-0.406061,-4.008923,-12.294933,-1.584959,-3.976105,-6.379689,-2.617778,2.044546,-0.191726,-3.576028,-7.354424,-5.896452,-7.897726,-7.270689,-13.727062,-6.288557,-7.144287,-4.993857,-4.849884,-9.405851,-30.018236,-7.023731,4.065654,0.539176,-10.151651,-14.680676,-15.134304,-7.179442,-8.715519,-2.948666,-1.712967,-3.260112,-6.038537,-5.404387
1501,155126,113.536652,22.138363,-0.241109,0,6.346611,-4.781001,-7.633389,-6.551519,-10.796885,4.382775,-10.052925,-3.916089,-12.202782,20.83292,4.558299,-8.913954,-9.083834,-1.003206,-3.644514,-3.041397,-5.060483,-2.656532,-9.624506,-5.531371,-10.650431,2.940774,-1.895422,0.322677,-2.158189,-4.299543,-7.122884,-5.559319,-10.706223,-5.017993,-4.388934,-10.933342,2.833993,-6.168604,4.696839,-5.368954,-1.222276,-10.906914,-4.207161,-6.388885,4.038224,-3.379695,4.912388,-4.307174,-18.137238,-8.884352,-9.681795,-0.169703,-6.402133,-7.334912,-12.036266,-8.159739,-4.256529,-2.935241,-11.612671,-2.92899,4.143748,6.266502,-8.222488,4.317025,-5.592199,-6.294618,-7.917792,-8.367083,-2.559169,-16.815489,-9.619104,-8.821091,0.227939,4.010728,-1.052311,-5.548731,-2.323227,-1.67723,-2.267871,-6.953271,-3.189163,-2.607143,-5.590399,-5.736032,-6.382686,-9.980534,-0.034582,-5.604697,-1.495611,-6.747697,-9.14133,-10.446173,-3.533393,-27.086813,-6.558255,10.985678,4.359615,-8.030718,-4.03275,-4.656629,-1.282527,-6.164306,-7.243306,-7.429047,-3.281932,-5.222321,-3.643365
1502,155127,113.537048,22.13843,-0.552492,0,2.922253,-6.36899,-10.25132,-6.438391,-7.586564,2.191832,-5.381876,-2.409011,-10.577265,21.88986,3.481294,-12.375072,-7.675322,-5.185427,-2.653008,-5.811226,-5.808863,-2.983072,-12.128404,-6.265011,-13.318224,-3.096547,-6.758166,-5.145397,-6.236844,-7.240499,-7.888383,-5.693791,-12.077899,-6.187596,-4.390121,-9.25877,-1.771973,-7.366477,1.966436,-7.769628,-5.101008,-9.774445,-1.802865,-5.447167,1.118769,-5.545765,0.38918,-9.830339,-22.714359,-9.981903,-14.008723,-4.053865,-7.861593,-8.202098,-10.333357,-8.548607,-7.188788,-2.898346,-15.861076,-7.39254,0.128934,2.609972,-15.885786,1.584706,-8.483678,-10.636786,-8.570078,-9.969137,-5.730537,-12.529658,-10.307299,-11.403983,-9.130165,-3.555219,-4.886626,-9.910494,-3.784962,-5.631783,-5.897393,-6.494276,-4.352661,-5.445366,-5.140496,-7.158313,-3.688984,-7.458256,-6.76472,-14.838516,-4.079319,-7.4379,-8.500279,-9.024911,-9.971647,-31.156006,-7.196972,6.898416,-2.33775,-16.093462,-13.404963,-8.69977,-3.775743,-11.43976,-6.935105,-8.425872,-8.292223,-7.911739,-3.387374
1503,155128,113.535683,22.138193,-0.281077,0,3.114088,-8.940089,-13.474478,-11.11219,-12.895826,-3.142428,-8.849699,-7.287585,-11.897928,18.433437,0.939765,-11.516527,-8.232739,-7.117324,-8.257371,-9.386753,-6.720475,-6.946497,-12.59496,-11.554695,-13.322672,-4.880539,-3.5016,-1.487087,-5.86191,-8.393368,-9.095548,-9.698327,-11.659538,-10.058863,-8.119786,-14.210621,-2.383236,-5.07751,1.247391,-5.985499,-4.803662,-10.936328,-4.026599,-6.674486,0.350543,-8.530837,2.514728,-10.517301,-22.315769,-8.875451,-17.857351,-6.872812,-10.676029,-9.927851,-12.871742,-11.601517,-10.157335,-4.942448,-17.553719,-13.023218,-0.012885,-0.542499,-13.582016,1.72954,-8.254019,-13.600744,-10.098389,-10.248405,-6.324134,-14.415297,-11.995682,-13.742179,-7.671872,-3.909303,-5.580368,-6.714614,-4.837926,-4.063647,-5.992224,-6.981532,-7.043417,-6.1379,-5.544874,-8.106493,-1.989272,-12.611625,-6.295995,-15.490269,-5.030055,-8.295118,-8.190852,-10.022327,-11.044832,-29.809135,-7.083817,18.276108,-2.861063,-16.49699,-13.551865,-10.734598,-7.786432,-11.699177,-7.828795,-7.246726,-9.190678,-5.985947,-9.629606
1504,155131,113.533134,22.137749,-0.111075,0,5.393002,-4.851558,-2.561654,-5.398573,-5.859789,3.221661,-0.933788,0.540181,-6.347593,23.525496,6.567963,-9.813511,-8.107031,-3.6039,-2.985568,-1.08408,-0.518885,-0.214799,-7.082638,-6.853602,-9.146278,2.258458,-4.062637,3.440916,1.131939,-1.919212,-1.347281,-0.907289,-2.123702,-1.81092,-4.144925,-5.481221,8.864017,-2.493847,4.759828,-2.866296,2.471709,-3.569549,5.026687,4.901421,11.430479,-1.29215,3.884951,-3.911729,-14.291066,-1.158866,-10.231425,-4.32849,-5.054852,-2.291695,-1.028642,-2.905422,-0.483542,0.834711,-7.225649,-5.730438,3.204432,3.143939,-11.012967,5.362913,-2.655214,-4.280903,0.05333,-2.097075,4.534676,-8.883077,-5.016349,-13.526857,-0.764869,1.447867,-2.313919,-5.220601,-0.55994,4.357378,1.393871,0.252606,0.888413,-1.204931,2.895566,-3.844503,2.575705,-9.796249,0.875019,-10.485905,1.165274,0.692786,-1.153662,-1.947987,-0.594102,-20.422001,1.281497,7.013731,2.319929,-5.49299,-6.658116,-8.682544,-0.415306,-1.405119,0.794032,2.424491,-0.672478,1.476211,1.801185
1505,155132,113.530846,22.137354,0.030864,0,-1.624347,-11.478846,-18.432337,-17.960272,-21.714569,-15.179348,-15.020649,-10.496576,-13.765471,19.656788,6.137867,-7.876806,-12.749555,-11.380147,-13.884845,-16.224079,-18.50959,-15.421499,-19.796741,-13.924527,-17.194792,-5.245564,-6.579483,0.576135,-8.160381,-13.719638,-16.131321,-18.541496,-18.279842,-19.037445,-18.66684,-18.270432,-3.218232,-8.389068,-0.106209,-9.817892,-7.732715,-19.562298,-9.030146,-14.278613,-7.471064,-21.133015,-1.170539,-14.017259,-21.091564,-2.224792,-27.693167,-11.11759,-13.822288,-19.429325,-20.488876,-23.048664,-13.488667,-14.716768,-11.412412,-13.836695,-2.555018,1.631043,-14.585444,-1.513436,-13.981461,-18.281378,-19.66935,-21.858461,-12.065816,-24.596645,-14.221519,-31.107557,-6.641448,-8.427496,-2.312238,-11.359399,-6.93681,-15.641567,-25.142483,-12.425815,-14.438776,-18.274067,-4.555538,-3.335509,-3.945864,-14.343124,-2.913925,-13.166944,-0.058335,-9.161798,-11.611271,-14.020345,-16.761906,-27.728218,-8.257521,6.370356,-0.170615,-10.139639,-6.560001,-8.698763,-6.165866,-15.745173,-14.976898,-15.000368,-15.692468,-7.861836,-8.567329
1506,155150,113.465553,22.126131,0.163219,0,12.07486,4.786089,2.853576,3.818854,3.029974,3.751172,1.279124,4.052182,0.191813,14.387115,-7.100016,-1.529891,9.69733,0.642639,-0.174583,0.732171,3.623232,5.39236,7.964318,-8.066208,-10.258555,3.758837,4.380143,1.223093,3.406208,1.022241,-0.655981,2.548407,4.882831,4.711942,2.723988,-5.326518,5.077802,-1.715874,16.093267,2.868675,10.839968,7.629102,4.381293,8.628395,10.386526,5.688765,-5.716806,7.662582,2.098153,-2.306466,5.789645,2.389222,2.937093,5.245415,3.577777,-4.743242,-2.678677,11.521164,12.038971,0.089798,3.213827,0.377662,-17.449419,7.803082,12.248115,7.701531,8.267517,4.621766,4.054928,3.712263,7.551083,10.659916,3.855004,2.342157,2.032586,5.340409,6.019588,5.564966,-0.482195,2.739604,-2.745857,6.673443,4.913795,16.291561,4.174037,-2.246559,8.395823,7.067141,4.226037,9.075848,4.442132,1.688842,5.763686,1.828465,2.921814,10.053707,-4.016635,13.300904,8.897749,-0.313948,2.629276,-0.295088,3.770591,-0.565773,7.873609,0.421007,-4.868228
1507,155151,113.464333,22.125919,0.536447,0,11.76553,2.889249,4.545909,6.346147,6.977477,5.883998,2.290788,2.311663,2.147732,17.458643,-3.696163,2.340307,7.883523,5.593923,0.626576,4.209185,3.560648,8.586469,8.800663,-6.175537,-10.605045,2.218096,11.357616,-0.640835,-0.035861,5.525251,0.978346,6.177817,7.209583,3.285651,3.002367,-4.521373,4.283192,-1.217677,8.40163,0.619042,11.106098,5.676961,3.2885,7.985918,10.169987,9.305475,2.132545,-2.483953,3.495656,-0.286491,6.496636,8.494674,4.927853,10.31673,10.221092,2.617186,4.678114,9.647575,9.210745,-2.502419,-5.626065,-1.71927,-5.172283,3.821522,11.944475,6.099017,8.694609,4.871487,5.823367,3.721429,10.286661,14.603639,6.20691,3.706359,1.73153,7.81149,9.156125,9.426645,5.095156,7.150969,4.57885,7.037347,8.431505,5.429546,9.462776,-1.091262,6.45157,4.681581,6.33646,8.795815,6.788944,4.662545,8.617405,-1.578524,6.051132,15.782519,2.81546,14.455537,13.286942,7.234452,8.153459,8.660727,7.490552,8.733761,12.656297,7.968982,3.481587
1508,155162,113.467323,22.126415,0.704417,0,0.507878,-1.81611,2.796859,5.051944,5.78156,1.192505,0.317011,-1.296208,1.352036,16.427214,-7.41695,-0.772838,7.264422,3.020294,-0.231892,1.242449,2.613016,6.161468,6.760624,-9.713281,-14.855986,0.669432,3.935448,0.457037,0.112798,0.358481,-0.227638,3.417462,4.288315,0.627309,4.585578,-5.787622,2.501279,-1.412567,17.101915,-0.641784,11.6686,7.949607,4.548138,6.824198,7.03113,0.25485,1.900095,-0.511166,5.553538,6.513131,6.560945,5.166641,6.262547,6.65532,8.283054,1.578923,6.77879,8.066848,13.360218,-0.637909,2.396384,0.584902,-6.18067,4.031868,10.873977,4.901415,8.855843,4.517285,3.086504,-0.808575,7.533623,14.599857,8.045948,2.974389,1.617741,7.548766,8.59484,9.802869,5.880935,6.696226,5.203811,4.389874,6.089476,2.60853,10.399187,-1.995311,5.27505,2.024574,4.545834,9.958686,7.848688,6.265969,6.779103,-1.68469,9.197721,5.313299,-1.330433,10.342392,8.126044,3.059388,6.595938,9.54963,10.092308,7.780213,12.261912,5.206888,1.13215
